temporada,torneo,jornada,fecha,hora,local,visitante,goles_local,goles_visitante,penales,pen_local,pen_visitante,
2017/18,Clausura,4,2018-01-27,19:06,Leon,Necaxa,0,4,FALSE,,,
2017/18,Clausura,4,2018-01-27,21:00,America,Atlas,1,0,FALSE,,,
2017/18,Clausura,4,2018-01-27,21:06,Guadalajara,Monterrey,1,2,FALSE,,,
2017/18,Clausura,4,2018-01-28,12:00,Toluca,Cruz Azul,1,1,FALSE,,,
2017/18,Clausura,4,2018-01-28,18:00,CD Veracruz,Santos Laguna,1,1,FALSE,,,
2017/18,Clausura,5,2018-02-02,19:00,Puebla,Guadalajara,2,0,FALSE,,,
2017/18,Clausura,5,2018-02-02,21:00,Atlas,Cruz Azul,2,1,FALSE,,,
2017/18,Clausura,5,2018-02-03,17:00,Querétaro,CD Veracruz,0,1,FALSE,,,
2017/18,Clausura,5,2018-02-03,19:00,Monterrey,Leon,5,1,FALSE,,,
2017/18,Clausura,5,2018-02-03,,Santos Laguna,Tijuana,0,0,FALSE,,,
2017/18,Clausura,5,2018-02-03,19:06,Pachuca,Monarcas Morelia,2,3,FALSE,,,
2017/18,Clausura,5,2018-02-03,21:00,America,Lobos BUAP,5,1,FALSE,,,
2017/18,Clausura,5,2018-02-03,,Necaxa,Toluca,0,0,FALSE,,,
2017/18,Clausura,5,2018-02-04,12:00,UNAM,UANL,2,0,FALSE,,,
2017/18,Clausura,6,2018-02-09,19:00,Monarcas Morelia,UNAM,1,2,FALSE,,,
2017/18,Clausura,6,2018-02-09,21:00,Tijuana,Querétaro,0,2,FALSE,,,
2017/18,Clausura,6,2018-02-10,17:00,Cruz Azul,Necaxa,0,2,FALSE,,,
2017/18,Clausura,6,2018-02-10,,Lobos BUAP,Atlas,3,1,FALSE,,,
2017/18,Clausura,6,2018-02-10,19:00,UANL,America,1,1,FALSE,,,
2017/18,Clausura,6,2018-02-10,19:06,Leon,Puebla,2,1,FALSE,,,
2017/18,Clausura,6,2018-02-10,21:06,Guadalajara,Santos Laguna,0,2,FALSE,,,
2017/18,Clausura,6,2018-02-11,12:00,Toluca,Monterrey,2,1,FALSE,,,
2017/18,Clausura,6,2018-02-11,18:00,CD Veracruz,Pachuca,0,1,FALSE,,,
2017/18,Clausura,7,2018-02-13,19:00,Atlas,Necaxa,1,1,FALSE,,,
2017/18,Clausura,7,2018-02-13,20:30,Lobos BUAP,UANL,0,0,FALSE,,,
2017/18,Clausura,7,2018-02-13,20:45,America,Monarcas Morelia,4,1,FALSE,,,
2017/18,Clausura,7,2018-02-14,19:00,Santos Laguna,Leon,5,1,FALSE,,,
2017/18,Clausura,7,2018-02-14,,Querétaro,Guadalajara,2,2,FALSE,,,
2017/18,Clausura,7,2018-02-14,20:45,Monterrey,Cruz Azul,2,2,FALSE,,,
2017/18,Clausura,7,2018-02-14,21:00,Puebla,Toluca,2,0,FALSE,,,
2017/18,Clausura,7,2018-02-14,,UNAM,CD Veracruz,1,2,FALSE,,,
2017/18,Clausura,7,2018-02-14,21:06,Pachuca,Tijuana,2,0,FALSE,,,
2017/18,Clausura,8,2018-02-16,19:00,Monarcas Morelia,Lobos BUAP,2,1,FALSE,,,
2017/18,Clausura,8,2018-02-17,17:00,Cruz Azul,Puebla,1,1,FALSE,,,
2017/18,Clausura,8,2018-02-17,19:00,UANL,Atlas,2,0,FALSE,,,
2017/18,Clausura,8,2018-02-17,19:06,Leon,Querétaro,1,1,FALSE,,,
2017/18,Clausura,8,2018-02-17,20:30,Tijuana,UNAM,4,1,FALSE,,,
2017/18,Clausura,8,2018-02-17,21:00,Necaxa,Monterrey,3,0,FALSE,,,
2017/18,Clausura,8,2018-02-17,21:06,Guadalajara,Pachuca,1,1,FALSE,,,
2017/18,Clausura,8,2018-02-18,12:00,Toluca,Santos Laguna,2,0,FALSE,,,
2017/18,Clausura,8,2018-02-18,18:00,CD Veracruz,America,1,1,FALSE,,,
2017/18,Clausura,9,2018-02-23,21:00,Puebla,Necaxa,1,1,FALSE,,,
2017/18,Clausura,9,2018-02-23,,Atlas,Monterrey,0,1,FALSE,,,
2017/18,Clausura,9,2018-02-24,17:00,Lobos BUAP,CD Veracruz,5,0,FALSE,,,
2017/18,Clausura,9,2018-02-24,,Querétaro,Toluca,0,2,FALSE,,,
2017/18,Clausura,9,2018-02-24,19:00,UANL,Monarcas Morelia,2,1,FALSE,,,
2017/18,Clausura,9,2018-02-24,19:06,Pachuca,Leon,2,1,FALSE,,,
2017/18,Clausura,9,2018-02-24,21:00,America,Tijuana,0,0,FALSE,,,
2017/18,Clausura,9,2018-02-25,12:00,UNAM,Guadalajara,1,1,FALSE,,,
2017/18,Clausura,9,2018-02-25,18:00,Santos Laguna,Cruz Azul,2,0,FALSE,,,
2017/18,Clausura,10,2018-03-02,21:00,Monarcas Morelia,Atlas,2,1,FALSE,,,
2017/18,Clausura,10,2018-03-02,,Tijuana,Lobos BUAP,3,1,FALSE,,,
2017/18,Clausura,10,2018-03-03,17:00,Cruz Azul,Querétaro,0,1,FALSE,,,
2017/18,Clausura,10,2018-03-03,19:00,Monterrey,Puebla,1,3,FALSE,,,
2017/18,Clausura,10,2018-03-03,19:06,Leon,UNAM,3,0,FALSE,,,
2017/18,Clausura,10,2018-03-03,21:00,Necaxa,Santos Laguna,1,2,FALSE,,,
2017/18,Clausura,10,2018-03-03,21:06,Guadalajara,America,1,1,FALSE,,,
2017/18,Clausura,10,2018-03-04,12:00,Toluca,Pachuca,2,1,FALSE,,,
2017/18,Clausura,10,2018-03-04,18:00,CD Veracruz,UANL,0,2,FALSE,,,
2017/18,Clausura,11,2018-03-09,19:00,Monarcas Morelia,CD Veracruz,2,0,FALSE,,,
2017/18,Clausura,11,2018-03-09,21:00,Atlas,Puebla,1,0,FALSE,,,
2017/18,Clausura,11,2018-03-10,17:00,Cruz Azul,Pachuca,5,0,FALSE,,,
2017/18,Clausura,11,2018-03-10,,Lobos BUAP,Guadalajara,0,1,FALSE,,,
2017/18,Clausura,11,2018-03-10,,Querétaro,Necaxa,1,1,FALSE,,,
2017/18,Clausura,11,2018-03-10,19:00,UANL,Tijuana,1,0,FALSE,,,
2017/18,Clausura,11,2018-03-10,21:00,America,Leon,2,0,FALSE,,,
2017/18,Clausura,11,2018-03-11,12:00,UNAM,Toluca,0,1,FALSE,,,
2017/18,Clausura,11,2018-03-11,18:00,Santos Laguna,Monterrey,3,2,FALSE,,,
2017/18,Clausura,12,2018-03-16,19:00,Puebla,Santos Laguna,0,1,FALSE,,,
2017/18,Clausura,12,2018-03-16,20:00,Tijuana,Monarcas Morelia,1,1,FALSE,,,
2017/18,Clausura,12,2018-03-17,17:00,Cruz Azul,UNAM,1,1,FALSE,,,
2017/18,Clausura,12,2018-03-17,19:00,Monterrey,Querétaro,3,1,FALSE,,,
2017/18,Clausura,12,2018-03-17,19:06,Leon,Lobos BUAP,2,2,FALSE,,,
2017/18,Clausura,12,2018-03-17,21:00,America,Toluca,1,2,FALSE,,,
2017/18,Clausura,12,2018-03-17,,Necaxa,Pachuca,1,1,FALSE,,,
2017/18,Clausura,12,2018-03-17,21:06,Guadalajara,UANL,0,0,FALSE,,,
2017/18,Clausura,12,2018-03-18,18:00,CD Veracruz,Atlas,3,1,FALSE,,,
2017/18,Clausura,13,2018-03-30,19:00,Monarcas Morelia,Guadalajara,1,2,FALSE,,,
2017/18,Clausura,13,2018-03-30,21:00,Atlas,Santos Laguna,3,2,FALSE,,,
2017/18,Clausura,13,2018-03-31,17:00,Lobos BUAP,Toluca,1,2,FALSE,,,
2017/18,Clausura,13,2018-03-31,,Querétaro,Puebla,2,1,FALSE,,,
2017/18,Clausura,13,2018-03-31,19:00,UANL,Leon,4,1,FALSE,,,
2017/18,Clausura,13,2018-03-31,19:06,Pachuca,Monterrey,1,2,FALSE,,,
2017/18,Clausura,13,2018-03-31,21:00,America,Cruz Azul,2,1,FALSE,,,
2017/18,Clausura,13,2018-04-01,12:00,UNAM,Necaxa,1,1,FALSE,,,
2017/18,Clausura,13,2018-04-01,18:00,CD Veracruz,Tijuana,1,0,FALSE,,,
2017/18,Clausura,14,2018-04-06,19:00,Puebla,Pachuca,2,6,FALSE,,,
2017/18,Clausura,14,2018-04-06,21:00,Tijuana,Atlas,2,2,FALSE,,,
2017/18,Clausura,14,2018-04-07,17:00,Cruz Azul,Lobos BUAP,1,0,FALSE,,,
2017/18,Clausura,14,2018-04-07,19:00,Monterrey,UNAM,2,1,FALSE,,,
2017/18,Clausura,14,2018-04-07,19:06,Leon,Monarcas Morelia,2,3,FALSE,,,
2017/18,Clausura,14,2018-04-07,21:00,Necaxa,America,1,1,FALSE,,,
2017/18,Clausura,14,2018-04-07,21:06,Guadalajara,CD Veracruz,0,1,FALSE,,,
2017/18,Clausura,14,2018-04-08,12:00,Toluca,UANL,1,0,FALSE,,,
2017/18,Clausura,14,2018-04-08,18:00,Santos Laguna,Querétaro,3,0,FALSE,,,
2017/18,Clausura,15,2018-04-13,21:00,Tijuana,Guadalajara,3,0,FALSE,,,
2017/18,Clausura,15,2018-04-13,,Atlas,Querétaro,1,0,FALSE,,,
2017/18,Clausura,15,2018-04-14,17:00,Lobos BUAP,Necaxa,0,1,FALSE,,,
2017/18,Clausura,15,2018-04-14,19:00,UANL,Cruz Azul,2,2,FALSE,,,
2017/18,Clausura,15,2018-04-14,19:06,Pachuca,Santos Laguna,3,1,FALSE,,,
2017/18,Clausura,15,2018-04-14,20:30,Monarcas Morelia,Toluca,0,1,FALSE,,,
2017/18,Clausura,15,2018-04-14,21:00,America,Monterrey,0,0,FALSE,,,
2017/18,Clausura,15,2018-04-15,12:00,UNAM,Puebla,4,2,FALSE,,,
2017/18,Clausura,15,2018-04-15,18:00,CD Veracruz,Leon,1,2,FALSE,,,
2017/18,Clausura,16,2018-04-20,19:00,Puebla,America,3,1,FALSE,,,
2017/18,Clausura,16,2018-04-20,21:00,Atlas,Guadalajara,1,0,FALSE,,,
2017/18,Clausura,16,2018-04-21,17:00,Cruz Azul,Monarcas Morelia,2,0,FALSE,,,
2017/18,Clausura,16,2018-04-21,,Querétaro,Pachuca,0,0,FALSE,,,
2017/18,Clausura,16,2018-04-21,19:00,Monterrey,Lobos BUAP,4,0,FALSE,,,
2017/18,Clausura,16,2018-04-21,19:06,Leon,Tijuana,1,1,FALSE,,,
2017/18,Clausura,16,2018-04-21,21:00,Necaxa,UANL,1,1,FALSE,,,
2017/18,Clausura,16,2018-04-22,12:00,Toluca,CD Veracruz,3,0,FALSE,,,
2017/18,Clausura,16,2018-04-22,18:00,Santos Laguna,UNAM,1,2,FALSE,,,
2017/18,Clausura,17,2018-04-27,19:00,Monarcas Morelia,Necaxa,2,2,FALSE,,,
2017/18,Clausura,17,2018-04-27,21:00,Tijuana,Toluca,1,0,FALSE,,,
2017/18,Clausura,17,2018-04-28,17:00,Lobos BUAP,Puebla,0,1,FALSE,,,
2017/18,Clausura,17,2018-04-28,19:00,UANL,Monterrey,2,2,FALSE,,,
2017/18,Clausura,17,2018-04-28,19:06,Pachuca,Atlas,0,0,FALSE,,,
2017/18,Clausura,17,2018-04-28,21:00,America,Santos Laguna,1,0,FALSE,,,
2017/18,Clausura,17,2018-04-28,21:06,Guadalajara,Leon,0,2,FALSE,,,
2017/18,Clausura,17,2018-04-29,12:00,UNAM,Querétaro,1,1,FALSE,,,
2017/18,Clausura,17,2018-04-29,18:00,CD Veracruz,Cruz Azul,1,2,FALSE,,,
2017/18,Clausura,17,2018-05-02,19:30,UNAM,America,1,4,FALSE,,,
2017/18,Clausura,17,2018-05-02,21:30,Tijuana,Monterrey,1,1,FALSE,,,
2017/18,Clausura,17,2018-05-03,19:30,UANL,Santos Laguna,2,0,FALSE,,,
2017/18,Clausura,17,2018-05-03,21:30,Monarcas Morelia,Toluca,2,2,FALSE,,,
2017/18,Clausura,17,2018-05-05,19:00,America,UNAM,2,1,FALSE,,,
2017/18,Clausura,17,2018-05-05,21:00,Monterrey,Tijuana,1,2,FALSE,,,
2017/18,Clausura,17,2018-05-06,12:00,Toluca,Monarcas Morelia,2,2,FALSE,,,
2017/18,Clausura,17,2018-05-06,18:00,Santos Laguna,UANL,2,0,FALSE,,,
2017/18,Clausura,17,2018-05-10,19:30,Santos Laguna,America,4,1,FALSE,,,
2017/18,Clausura,17,2018-05-10,21:30,Tijuana,Toluca,2,1,FALSE,,,
2017/18,Clausura,17,2018-05-13,12:00,Toluca,Tijuana,4,1,FALSE,,,
2017/18,Clausura,17,2018-05-13,19:00,America,Santos Laguna,2,2,FALSE,,,
2017/18,Clausura,17,2018-05-17,20:00,Santos Laguna,Toluca,2,1,FALSE,,,
2017/18,Clausura,17,2018-05-20,19:00,Toluca,Santos Laguna,1,1,FALSE,,,
2018/19,Apertura,1,2018-07-20,19:00,CD Veracruz,UNAM,0,2,FALSE,,,
2018/19,Apertura,1,2018-07-20,21:00,Atlas,Querétaro,0,0,FALSE,,,
2018/19,Apertura,1,2018-07-21,17:00,Cruz Azul,Puebla,3,0,FALSE,,,
2018/19,Apertura,1,2018-07-21,19:00,Pachuca,Monterrey,0,1,FALSE,,,
2018/19,Apertura,1,2018-07-21,21:00,UANL,Leon,2,0,FALSE,,,
2018/19,Apertura,1,2018-07-21,,Tijuana,Guadalajara,2,1,FALSE,,,
2018/19,Apertura,1,2018-07-22,12:00,Toluca,Monarcas Morelia,2,0,FALSE,,,
2018/19,Apertura,1,2018-07-22,18:00,Santos Laguna,Lobos BUAP,2,1,FALSE,,,
2018/19,Apertura,1,2018-07-22,20:00,Necaxa,America,2,1,FALSE,,,
2018/19,Apertura,2,2018-07-27,19:00,Monarcas Morelia,Santos Laguna,3,1,FALSE,,,
2018/19,Apertura,2,2018-07-27,21:00,Puebla,Toluca,2,1,FALSE,,,
2018/19,Apertura,2,2018-07-28,17:00,Querétaro,Pachuca,1,0,FALSE,,,
2018/19,Apertura,2,2018-07-28,19:00,America,Atlas,3,0,FALSE,,,
2018/19,Apertura,2,2018-07-28,21:06,Guadalajara,Cruz Azul,0,1,FALSE,,,
2018/19,Apertura,2,2018-07-29,12:00,UNAM,Necaxa,5,3,FALSE,,,
2018/19,Apertura,2,2018-07-29,16:00,Lobos BUAP,CD Veracruz,2,0,FALSE,,,
2018/19,Apertura,2,2018-07-29,18:00,UANL,Tijuana,1,0,FALSE,,,
2018/19,Apertura,2,2018-07-29,20:00,Leon,Monterrey,0,2,FALSE,,,
2018/19,Apertura,3,2018-08-03,19:00,CD Veracruz,Monarcas Morelia,2,2,FALSE,,,
2018/19,Apertura,3,2018-08-03,21:00,Atlas,UNAM,0,3,FALSE,,,
2018/19,Apertura,3,2018-08-04,17:00,Necaxa,Lobos BUAP,1,0,FALSE,,,
2018/19,Apertura,3,2018-08-04,19:00,Pachuca,America,1,3,FALSE,,,
2018/19,Apertura,3,2018-08-04,21:00,Cruz Azul,UANL,1,0,FALSE,,,
2018/19,Apertura,3,2018-08-04,21:06,Monterrey,Querétaro,2,1,FALSE,,,
2018/19,Apertura,3,2018-08-05,12:00,Toluca,Guadalajara,2,2,FALSE,,,
2018/19,Apertura,3,2018-08-05,18:00,Santos Laguna,Puebla,2,0,FALSE,,,
2018/19,Apertura,3,2018-08-05,20:06,Tijuana,Leon,1,1,FALSE,,,
2018/19,Apertura,4,2018-08-10,19:00,Puebla,CD Veracruz,1,2,FALSE,,,
2018/19,Apertura,4,2018-08-10,21:00,Monarcas Morelia,Necaxa,2,1,FALSE,,,
2018/19,Apertura,4,2018-08-11,17:00,Lobos BUAP,Atlas,0,0,FALSE,,,
2018/19,Apertura,4,2018-08-11,19:00,Leon,Querétaro,4,0,FALSE,,,
2018/19,Apertura,4,2018-08-11,,UANL,Toluca,1,2,FALSE,,,
2018/19,Apertura,4,2018-08-11,21:00,America,Monterrey,3,0,FALSE,,,
2018/19,Apertura,4,2018-08-12,16:00,UNAM,Pachuca,0,0,FALSE,,,
2018/19,Apertura,4,2018-08-12,18:00,Guadalajara,Santos Laguna,1,2,FALSE,,,
2018/19,Apertura,4,2018-08-12,20:06,Tijuana,Cruz Azul,1,1,FALSE,,,
2018/19,Apertura,5,2018-08-17,19:00,CD Veracruz,Guadalajara,0,2,FALSE,,,
2018/19,Apertura,5,2018-08-17,21:00,Atlas,Monarcas Morelia,0,1,FALSE,,,
2018/19,Apertura,5,2018-08-18,17:00,Cruz Azul,Leon,3,0,FALSE,,,
2018/19,Apertura,5,2018-08-18,19:00,Pachuca,Lobos BUAP,3,0,FALSE,,,
2018/19,Apertura,5,2018-08-18,21:00,Necaxa,Puebla,2,2,FALSE,,,
2018/19,Apertura,5,2018-08-18,,Querétaro,America,1,1,FALSE,,,
2018/19,Apertura,5,2018-08-18,21:06,Monterrey,UNAM,1,0,FALSE,,,
2018/19,Apertura,5,2018-08-19,12:00,Toluca,Tijuana,3,0,FALSE,,,
2018/19,Apertura,5,2018-08-19,18:00,Santos Laguna,UANL,3,1,FALSE,,,
2018/19,Apertura,6,2018-08-21,19:00,Monarcas Morelia,Pachuca,1,1,FALSE,,,
2018/19,Apertura,6,2018-08-21,,UNAM,Querétaro,0,1,FALSE,,,
2018/19,Apertura,6,2018-08-21,21:00,Puebla,Atlas,2,0,FALSE,,,
2018/19,Apertura,6,2018-08-21,,Guadalajara,Necaxa,1,0,FALSE,,,
2018/19,Apertura,6,2018-08-22,19:00,Cruz Azul,Toluca,1,0,FALSE,,,
2018/19,Apertura,6,2018-08-22,,Leon,America,2,0,FALSE,,,
2018/19,Apertura,6,2018-08-22,21:00,UANL,CD Veracruz,4,0,FALSE,,,
2018/19,Apertura,6,2018-08-22,,Lobos BUAP,Monterrey,1,2,FALSE,,,
2018/19,Apertura,6,2018-08-22,21:06,Tijuana,Santos Laguna,2,2,FALSE,,,
2018/19,Apertura,7,2018-08-24,21:00,Atlas,Guadalajara,0,1,FALSE,,,
2018/19,Apertura,7,2018-08-25,17:00,Pachuca,Puebla,2,0,FALSE,,,
2018/19,Apertura,7,2018-08-25,19:00,America,UNAM,2,2,FALSE,,,
2018/19,Apertura,7,2018-08-25,20:30,CD Veracruz,Tijuana,1,0,FALSE,,,
2018/19,Apertura,7,2018-08-25,21:00,Necaxa,UANL,1,1,FALSE,,,
2018/19,Apertura,7,2018-08-25,21:06,Monterrey,Monarcas Morelia,2,2,FALSE,,,
2018/19,Apertura,7,2018-08-26,12:00,Querétaro,Lobos BUAP,2,0,FALSE,,,
2018/19,Apertura,7,2018-08-26,16:00,Toluca,Leon,1,2,FALSE,,,
2018/19,Apertura,7,2018-08-26,18:00,Santos Laguna,Cruz Azul,1,1,FALSE,,,
2018/19,Apertura,8,2018-08-31,19:00,Monarcas Morelia,Querétaro,1,4,FALSE,,,
2018/19,Apertura,8,2018-08-31,21:00,Puebla,Monterrey,2,1,FALSE,,,
2018/19,Apertura,8,2018-08-31,21:06,Tijuana,Necaxa,1,0,FALSE,,,
2018/19,Apertura,8,2018-09-01,17:00,Cruz Azul,CD Veracruz,4,1,FALSE,,,
2018/19,Apertura,8,2018-09-01,19:00,Leon,UNAM,1,2,FALSE,,,
2018/19,Apertura,8,2018-09-01,,UANL,Atlas,3,1,FALSE,,,
2018/19,Apertura,8,2018-09-01,21:00,Guadalajara,Pachuca,1,3,FALSE,,,
2018/19,Apertura,8,2018-09-02,12:00,Toluca,Santos Laguna,2,1,FALSE,,,
2018/19,Apertura,8,2018-09-02,16:00,Lobos BUAP,America,0,2,FALSE,,,
2018/19,Apertura,9,2018-09-14,21:00,CD Veracruz,Toluca,2,3,FALSE,,,
2018/19,Apertura,9,2018-09-15,17:00,Querétaro,Puebla,0,1,FALSE,,,
2018/19,Apertura,9,2018-09-15,19:00,Pachuca,UANL,1,1,FALSE,,,
2018/19,Apertura,9,2018-09-15,,America,Monarcas Morelia,2,1,FALSE,,,
2018/19,Apertura,9,2018-09-15,20:45,Necaxa,Cruz Azul,2,0,FALSE,,,
2018/19,Apertura,9,2018-09-15,21:06,Monterrey,Guadalajara,2,4,FALSE,,,
2018/19,Apertura,9,2018-09-16,12:00,UNAM,Lobos BUAP,4,2,FALSE,,,
2018/19,Apertura,9,2018-09-16,16:00,Santos Laguna,Leon,3,0,FALSE,,,
2018/19,Apertura,9,2018-09-16,18:00,Atlas,Tijuana,0,1,FALSE,,,
2018/19,Apertura,10,2018-09-21,19:00,Monarcas Morelia,UNAM,0,0,FALSE,,,
2018/19,Apertura,10,2018-09-21,21:00,Puebla,America,2,3,FALSE,,,
2018/19,Apertura,10,2018-09-22,17:00,Toluca,Necaxa,3,2,FALSE,,,
2018/19,Apertura,10,2018-09-22,19:00,Leon,Lobos BUAP,0,1,FALSE,,,
2018/19,Apertura,10,2018-09-22,21:00,Cruz Azul,Atlas,2,0,FALSE,,,
2018/19,Apertura,10,2018-09-22,21:06,Tijuana,Pachuca,1,0,FALSE,,,
2018/19,Apertura,10,2018-09-23,16:00,Guadalajara,Querétaro,1,1,FALSE,,,
2018/19,Apertura,10,2018-09-23,18:00,Santos Laguna,CD Veracruz,1,1,FALSE,,,
2018/19,Apertura,10,2018-09-23,20:00,UANL,Monterrey,0,0,FALSE,,,
2018/19,Apertura,11,2018-09-28,19:00,CD Veracruz,Leon,0,4,FALSE,,,
2018/19,Apertura,11,2018-09-28,21:00,Atlas,Toluca,2,0,FALSE,,,
2018/19,Apertura,11,2018-09-29,17:00,Querétaro,UANL,0,2,FALSE,,,
2018/19,Apertura,11,2018-09-29,19:00,Pachuca,Cruz Azul,3,1,FALSE,,,
2018/19,Apertura,11,2018-09-29,21:00,Necaxa,Santos Laguna,0,1,FALSE,,,
2018/19,Apertura,11,2018-09-29,21:06,Monterrey,Tijuana,3,0,FALSE,,,
2018/19,Apertura,11,2018-09-30,12:00,UNAM,Puebla,2,2,FALSE,,,
2018/19,Apertura,11,2018-09-30,16:00,Lobos BUAP,Monarcas Morelia,3,1,FALSE,,,
2018/19,Apertura,11,2018-09-30,18:00,America,Guadalajara,1,1,FALSE,,,
2018/19,Apertura,12,2018-10-05,19:00,Santos Laguna,Atlas,3,1,FALSE,,,
2018/19,Apertura,12,2018-10-05,21:10,CD Veracruz,Necaxa,0,0,FALSE,,,
2018/19,Apertura,12,2018-10-06,17:00,Cruz Azul,Monterrey,2,1,FALSE,,,
2018/19,Apertura,12,2018-10-06,19:00,Leon,Monarcas Morelia,1,2,FALSE,,,
2018/19,Apertura,12,2018-10-06,,UANL,America,2,3,FALSE,,,
2018/19,Apertura,12,2018-10-06,21:06,Guadalajara,UNAM,1,2,FALSE,,,
2018/19,Apertura,12,2018-10-06,21:36,Tijuana,Querétaro,1,1,FALSE,,,
2018/19,Apertura,12,2018-10-07,12:00,Toluca,Pachuca,2,1,FALSE,,,
2018/19,Apertura,12,2018-10-07,18:00,Puebla,Lobos BUAP,2,2,FALSE,,,
2018/19,Apertura,13,2018-10-19,21:00,Atlas,CD Veracruz,4,3,FALSE,,,
2018/19,Apertura,13,2018-10-20,17:00,Querétaro,Cruz Azul,2,0,FALSE,,,
2018/19,Apertura,13,2018-10-20,19:00,Pachuca,Santos Laguna,1,1,FALSE,,,
2018/19,Apertura,13,2018-10-20,,America,Tijuana,3,0,FALSE,,,
2018/19,Apertura,13,2018-10-20,21:00,Necaxa,Leon,0,2,FALSE,,,
2018/19,Apertura,13,2018-10-20,21:06,Monterrey,Toluca,2,1,FALSE,,,
2018/19,Apertura,13,2018-10-21,12:00,Lobos BUAP,Guadalajara,1,1,FALSE,,,
2018/19,Apertura,13,2018-10-21,16:30,UNAM,UANL,3,3,FALSE,,,
2018/19,Apertura,13,2018-10-21,18:00,Monarcas Morelia,Puebla,2,0,FALSE,,,
2018/19,Apertura,14,2018-10-26,19:00,Santos Laguna,Monterrey,1,0,FALSE,,,
2018/19,Apertura,14,2018-10-26,21:00,CD Veracruz,Pachuca,2,3,FALSE,,,
2018/19,Apertura,14,2018-10-27,17:00,Necaxa,Atlas,2,2,FALSE,,,
2018/19,Apertura,14,2018-10-27,19:00,UANL,Lobos BUAP,2,2,FALSE,,,
2018/19,Apertura,14,2018-10-27,,Guadalajara,Monarcas Morelia,1,2,FALSE,,,
2018/19,Apertura,14,2018-10-27,21:00,Cruz Azul,America,0,0,FALSE,,,
2018/19,Apertura,14,2018-10-27,21:06,Tijuana,UNAM,0,1,FALSE,,,
2018/19,Apertura,14,2018-10-28,12:00,Toluca,Querétaro,4,0,FALSE,,,
2018/19,Apertura,14,2018-10-28,19:00,Leon,Puebla,0,4,FALSE,,,
2018/19,Apertura,15,2018-11-02,19:00,Monarcas Morelia,UANL,0,2,FALSE,,,
2018/19,Apertura,15,2018-11-02,21:00,Puebla,Guadalajara,2,2,FALSE,,,
2018/19,Apertura,15,2018-11-03,17:00,Pachuca,Necaxa,6,2,FALSE,,,
2018/19,Apertura,15,2018-11-03,19:00,America,Toluca,1,1,FALSE,,,
2018/19,Apertura,15,2018-11-03,19:06,Monterrey,CD Veracruz,2,0,FALSE,,,
2018/19,Apertura,15,2018-11-03,21:00,Lobos BUAP,Tijuana,3,1,FALSE,,,
2018/19,Apertura,15,2018-11-04,12:00,UNAM,Cruz Azul,1,2,FALSE,,,
2018/19,Apertura,15,2018-11-04,16:00,Querétaro,Santos Laguna,2,1,FALSE,,,
2018/19,Apertura,15,2018-11-04,18:00,Atlas,Leon,0,0,FALSE,,,
2018/19,Apertura,16,2018-11-09,19:00,CD Veracruz,Querétaro,2,2,FALSE,,,
2018/19,Apertura,16,2018-11-09,21:00,Atlas,Pachuca,0,0,FALSE,,,
2018/19,Apertura,16,2018-11-10,17:00,Cruz Azul,Lobos BUAP,2,1,FALSE,,,
2018/19,Apertura,16,2018-11-10,19:00,Leon,Guadalajara,0,1,FALSE,,,
2018/19,Apertura,16,2018-11-10,,UANL,Puebla,6,1,FALSE,,,
2018/19,Apertura,16,2018-11-10,21:00,Necaxa,Monterrey,1,1,FALSE,,,
2018/19,Apertura,16,2018-11-10,,Tijuana,Monarcas Morelia,2,3,FALSE,,,
2018/19,Apertura,16,2018-11-11,12:00,Toluca,UNAM,0,1,FALSE,,,
2018/19,Apertura,16,2018-11-11,18:00,Santos Laguna,America,1,1,FALSE,,,
2018/19,Apertura,17,2018-11-23,19:00,Monarcas Morelia,Cruz Azul,0,2,FALSE,,,
2018/19,Apertura,17,2018-11-23,21:00,Puebla,Tijuana,0,0,FALSE,,,
2018/19,Apertura,17,2018-11-24,17:00,Querétaro,Necaxa,1,0,FALSE,,,
2018/19,Apertura,17,2018-11-24,19:00,Pachuca,Leon,1,1,FALSE,,,
2018/19,Apertura,17,2018-11-24,,America,CD Veracruz,4,1,FALSE,,,
2018/19,Apertura,17,2018-11-24,21:00,Guadalajara,UANL,0,1,FALSE,,,
2018/19,Apertura,17,2018-11-24,21:06,Monterrey,Atlas,3,1,FALSE,,,
2018/19,Apertura,17,2018-11-25,12:00,UNAM,Santos Laguna,1,1,FALSE,,,
2018/19,Apertura,17,2018-11-25,16:00,Lobos BUAP,Toluca,2,0,FALSE,,,
2018/19,Apertura,17,2018-11-28,19:00,Querétaro,Cruz Azul,0,2,FALSE,,,
2018/19,Apertura,17,2018-11-28,21:06,Monterrey,Santos Laguna,1,0,FALSE,,,
2018/19,Apertura,17,2018-11-29,19:00,Toluca,America,2,2,FALSE,,,
2018/19,Apertura,17,2018-11-29,21:00,UANL,UNAM,2,1,FALSE,,,
2018/19,Apertura,17,2018-12-01,19:00,Cruz Azul,Querétaro,1,1,FALSE,,,
2018/19,Apertura,17,2018-12-01,21:00,Santos Laguna,Monterrey,0,2,FALSE,,,
2018/19,Apertura,17,2018-12-02,12:00,UNAM,UANL,3,1,FALSE,,,
2018/19,Apertura,17,2018-12-02,18:30,America,Toluca,3,2,FALSE,,,
